chrom	start	end	sample	gt	supporting_sites	sites	DP	switches	CIGAR
I	65705	1368596	E395	2	37	37	1.35135135135	0	A37
I	1431132	14893998	E395	1	376	377	1.4414893617	2	R216A1R160
II	30712	14132575	E395	1	806	809	1.43920595533	6	R19A1R515A1R58A1R214
II	14255896	15267927	E395	2	41	41	1.26829268293	0	A41
III	9127	13780910	E395	1	457	457	1.52078774617	0	R457
IV	68361	1610695	E395	2	26	26	1.38461538462	0	A26
IV	1656554	17476647	E395	1	551	558	1.43557168784	8	R224A1R39A3R1A2R2A1R285
V	396	2903133	E395	1	333	336	1.45945945946	4	R10A2R186A1R137
V	2935129	20915505	E395	2	1051	1060	1.53568030447	8	A173R4A273R1A355R2A33R2A217
X	43817	1464184	E395	2	40	41	1.625	2	A7R1A33
X	1473979	11148008	E395	1	300	303	1.51333333333	4	R131A2R144A1R25
X	11212863	17618953	E395	2	147	150	1.46258503401	6	A82R1A61R1A2R1A2
MtDNA	13420	13420	E395	2	1	1	1.0	0	A1
I	1713	1890110	E396	2	31	31	1.64516129032	0	A31
I	1919348	14893003	E396	1	249	250	1.55020080321	2	R124A1R125
II	943	12532539	E396	1	511	516	1.37377690802	6	R15A1R136A3R208A1R152
II	12607515	15266330	E396	2	57	57	1.24561403509	0	A57
III	8963	944825	E396	2	80	80	1.175	0	A80
III	1035075	2421615	E396	1	32	35	1.9375	2	R25A3R7
III	2741445	13780186	E396	2	121	125	1.1652892562	4	A15R2A25R2A81
IV	845404	845800	E396	2	2	2	1.0	0	A2
IV	953006	17474292	E396	1	337	342	1.39465875371	6	R4A1R175A2R1A2R157
V	705	12582057	E396	2	367	368	1.33242506812	2	A63R1A304
V	12640488	19010163	E396	1	566	574	1.43992932862	4	R346A1R146A7R74
V	19051240	20879590	E396	2	81	81	1.8024691358	0	A81
X	68285	3415406	E396	2	46	47	1.34782608696	2	A2R1A44
X	3661185	17646211	E396	1	297	304	1.39730639731	4	R41A6R227A1R29
I	155058	14396688	E398	2	4	11	1.5	3	A2R4A2R3
II	558452	14371496	E398	2	23	23	1.04347826087	0	A23
III	829108	2561122	E398	2	4	4	1.5	0	A4
III	13780167	13780186	E398	1	5	5	1.6	0	R5
IV	972478	14864129	E398	1	11	11	1.63636363636	0	R11
V	2237567	20697473	E398	2	23	23	1.34782608696	0	A23
X	2876860	6911798	E398	2	3	3	1.0	0	A3
I	855	1401954	E399	1	266	267	1.93609022556	2	R243A1R23
I	1411893	13093437	E399	2	948	983	1.90717299578	42	A21R2A11R2A69R1A5R1A11R2A49R1A3R1A92R4A91R1A57R1A129R1A41R1A32R1A4R3A53R2A58R1A55R2A18R3A75R2A9R1A48R2A17
I	13199979	15007321	E399	1	352	355	1.77556818182	6	R47A1R201A1R25A1R79
II	2118	12385456	E399	2	1919	1957	1.95518499218	52	A3R1A16R1A1R1A98R1A38R3A6R1A160R1A28R3A39R2A334R2A236R3A377R1A52R2A6R1A23R3A120R1A8R2A76R1A84R1A47R1A36R1A32R1A52R1A1R1A2R1A35R1A9
II	12400742	15268033	E399	1	515	517	1.76116504854	4	R352A1R101A1R62
III	3823	11483776	E399	1	1274	1278	1.9010989011	8	R678A1R19A1R225A1R63A1R289
III	11517531	13716908	E399	2	214	221	1.69158878505	12	A55R1A94R2A14R1A33R1A13R1A1R1A4
III	13780164	13780167	E399	1	4	4	1.25	0	R4
IV	192	10942200	E399	1	1186	1199	1.77487352445	8	R6A2R124A1R504A1R464A9R88
IV	11096390	17474292	E399	2	635	652	1.96850393701	28	A9R1A39R1A100R1A67R1A119R2A1R1A68R1A23R2A4R2A69R1A19R1A60R1A5R1A28R1A24
V	1671	10951366	E399	2	1978	1999	1.96157735086	32	A10R1A3R1A1R1A268R3A17R1A9R1A115R1A102R1A308R1A320R1A2R4A103R1A133R1A33R1A311R1A161R1A82
V	10968787	20920088	E399	1	4116	4136	1.88799805637	22	R251A1R168A1R21A1R1920A1R2A1R452A2R112A1R13A8R398A1R384A2R299A1R96
X	5271	5375	E399	1	4	4	1.0	0	R4
X	5406	11656245	E399	2	998	1012	2.0120240481	20	A11R1A119R1A17R1A182R3A1R1A115R1A180R1A139R2A3R1A129R2A102
X	11699024	17717342	E399	1	597	597	2.21943048576	0	R597
I	1454359	14159768	E39	2	10	13	1.2	1	R3A10
II	1785420	10635738	E39	1	12	17	1.33333333333	5	R10A1R1A2R1A2
III	42720	8582287	E39	1	27	27	1.22222222222	0	R27
IV	1260841	15356320	E39	1	8	11	1.625	4	R1A2R1A1R6
V	543219	20601484	E39	1	18	24	1.16666666667	2	R4A6R14
X	664370	16291124	E39	1	14	16	1.35714285714	2	R8A2R6
I	855	1860922	E3	1	1408	1410	3.12286931818	4	R480A1R30A1R898
I	1868769	15058920	E3	2	5397	5447	2.74800815268	68	A126R1A99R7A427R1A98R1A101R1A138R1A66R1A343R1A277R1A2R1A62R1A295R1A123R1A97R1A53R1A567R1A67R1A458R2A74R1A119R1A4R4A3R1A36R1A351R4A151R1A105R1A10R1A384R1A53R2A51R1A78R1A72R3A203R1A54R1A250
II	943	1171368	E3	1	987	992	2.73758865248	6	R409A1R1A3R2A1R575
II	1178371	11572682	E3	2	6916	6956	3.11625216888	48	A115R2A665R2A269R1A6R4A353R1A509R1A27R1A848R1A435R2A1602R1A46R1A181R1A51R1A30R1A95R3A277R2A149R5A10R4A274R1A218R1A113R1A86R1A333R1A8R1A216
II	11576192	13121591	E3	1	1198	1198	2.94240400668	0	R1198
II	13138445	15271184	E3	2	1336	1349	3.05239520958	18	A180R1A79R4A98R2A355R1A182R1A103R1A185R1A97R1A19R1A38
III	3773	1504112	E3	1	2983	2985	2.98424404961	4	R1725A1R538A1R720
III	1519760	13776246	E3	2	3651	3685	3.25308134758	48	A304R1A161R1A104R1A339R1A3R1A112R2A189R2A165R1A253R3A1R2A83R2A6R1A2R1A500R1A441R3A56R1A87R1A163R1A10R2A73R2A164R1A81R1A103R1A139R1A112
IV	68361	3490321	E3	2	1694	1724	3.0507674144	34	A38R2A149R1A132R2A122R2A107R1A175R2A30R3A11R6A4R1A8R2A51R1A15R1A28R1A26R1A237R1A253R2A44R1A264
IV	3491323	3503295	E3	1	22	22	2.31818181818	0	R22
IV	3514211	13729976	E3	2	3146	3186	2.91290527654	48	A15R5A42R1A507R1A4R1A127R1A758R2A11R5A6R1A12R4A2R3A87R1A313R2A10R1A3R1A118R1A1R1A27R1A301R1A62R1A116R1A270R1A35R1A274R1A2R2A43
IV	13733414	17491610	E3	1	3000	3000	2.83366666667	0	R3000
V	396	4590367	E3	1	7781	7790	2.90052692456	10	R3A1R130A5R2587A1R1197A1R3073A1R791
V	4593804	20921615	E3	2	14841	14945	3.16602654808	112	A128R2A8R2A5R8A160R1A25R1A91R1A296R2A163R1A9R2A9R1A1R1A269R1A42R3A24R1A64R1A498R8A1329R1A7R1A785R2A1057R1A202R1A204R1A33R2A527R1A62R2A4R2A7R2A11R1A135R1A309R2A4R2A118R10A2R1A112R1A1428R2A104R1A43R8A54R1A2R2A1013R1A660R2A337R1A35R1A127R1A531R2A238R1A478R1A182R1A101R1A125R1A178R1A275R1A59R1A64R2A636R1A1413R1A58
X	5212	2494514	E3	2	1093	1104	4.16834400732	16	A117R1A35R1A272R1A281R1A6R1A58R2A3R2A3R2A318
X	2498224	4754337	E3	1	941	941	3.27948990436	0	R941
X	4762210	4862932	E3	2	60	60	2.51666666667	0	A60
X	4864726	14869906	E3	1	4082	4089	3.22782949535	8	R2159A2R545A2R969A2R254A1R155
X	14879553	17717342	E3	2	943	947	2.4506892895	4	A426R3A436R1A81
I	1713	2341700	E400	2	858	876	2.71678321678	26	A123R2A95R1A59R1A52R1A105R3A115R1A36R1A16R1A35R2A66R2A68R1A5R1A78R1A5
I	2365235	14018907	E400	1	3967	3977	2.25107133854	14	R90A1R48A2R532A1R1529A1R159A3R100A1R1205A1R304
I	14055519	15035382	E400	2	380	385	2.34736842105	6	A129R1A38R2A33R2A180
II	943	12224929	E400	2	5909	5967	2.85090539854	84	A80R1A243R1A11R1A107R1A85R1A91R1A149R1A47R3A436R1A272R1A441R2A213R1A108R1A246R1A48R3A70R1A199R1A67R1A149R1A48R3A540R1A57R2A98R1A155R1A60R1A112R1A3R3A25R1A84R1A214R1A165R3A9R3A255R1A258R2A286R1A78R1A41R1A69R1A6R2A90R1A152R1A3R1A39
II	12230038	15276962	E400	1	1808	1815	2.87278761062	14	R49A1R363A1R34A1R15A1R284A1R667A1R144A1R252
III	3683	1758715	E400	1	2393	2394	2.77768491433	2	R1780A1R613
III	1758725	1759505	E400	2	16	17	3.3125	2	A4R1A12
III	1759560	8389756	E400	1	1414	1418	3.05374823197	8	R4A1R123A1R676A1R396A1R215
III	8398221	13783502	E400	2	1328	1341	2.7484939759	20	A411R2A209R3A2R1A23R1A79R1A181R1A134R1A131R1A3R1A101R1A54
IV	68361	17491919	E400	1	6709	6741	2.66850499329	26	R1691A7R905A1R309A4R4A1R196A1R1A2R98A1R149A1R8A10R325A1R77A1R129A1R255A1R2562
V	396	20920888	E400	2	15247	15377	2.62274545812	148	A476R1A360R1A36R8A15R1A53R1A66R1A26R1A88R1A361R1A380R2A397R3A25R1A404R1A417R1A634R1A114R1A30R8A349R1A119R1A12R3A1R1A136R1A2R2A7R2A234R1A136R1A488R1A49R1A1194R1A75R1A120R1A586R1A621R1A281R1A223R1A320R7A45R1A79R3A418R7A2R1A123R8A1R2A1273R1A515R1A229R1A443R5A4R2A218R2A254R1A116R1A56R1A81R1A41R2A1R1A103R1A297R1A58R1A64R1A1R1A50R1A8R1A119R1A22R1A115R2A40R1A357R1A1R1A106R1A3R1A3R1A161R1A36R6A206R1A744R1A19
X	5292	17717342	E400	2	5420	5472	2.81051660517	69	R2A1R2A8R1A14R1A66R1A190R1A190R1A53R1A36R2A2R1A626R1A1R4A1R2A2R3A134R1A317R1A110R1A2R1A546R1A448R1A51R3A8R1A33R2A47R1A170R1A660R1A8R1A427R1A320R2A392R1A153R3A84R2A243R2A1R1A18R1A58
MtDNA	13420	13420	E400	2	1	1	2.0	0	A1
I	1713	3306720	E401	2	1001	1022	2.4015984016	30	A117R1A56R1A76R1A94R2A54R1A6R2A41R1A9R1A45R1A17R3A5R1A25R1A14R2A111R1A301R2A30
I	3331358	11383523	E401	1	1302	1304	2.01305683564	4	R480A1R717A1R105
I	11394157	15059494	E401	2	1375	1404	2.02981818182	34	A324R2A29R3A36R1A145R1A55R2A63R1A25R1A237R1A38R1A68R1A18R1A41R6A39R1A33R1A6R2A36R3A30R1A152
II	943	2486230	E401	2	1472	1506	2.18614130435	40	A22R1A15R1A35R1A1R1A2R1A18R1A165R1A63R1A80R1A73R2A6R1A158R2A149R1A221R6A44R2A198R1A32R5A62R1A1R2A113R2A14
II	2493254	13303566	E401	1	4172	4181	2.43336529243	14	R272A1R703A1R437A1R519A1R742A2R1291A1R182A2R26
II	13310359	15276725	E401	2	707	714	2.68316831683	10	A87R2A22R1A96R2A70R1A394R1A38
III	3823	12415952	E401	1	3745	3749	2.5126835781	8	R294A1R1576A1R497A1R745A1R633
III	12419472	13780186	E401	2	226	232	2.47345132743	10	A17R1A24R1A96R1A19R1A36R2A34
IV	64777	1056399	E401	2	85	88	2.17647058824	6	A24R1A4R1A33R1A24
IV	1075915	17491919	E401	1	4878	4898	2.4557195572	22	R109A1R298A1R659A2R272A1R530A1R1A2R4A2R264A1R132A7R2A1R2453A1R154
V	396	16386771	E401	1	11518	11537	2.34702205244	18	R3A2R95A3R1971A3R345A1R2455A3R2376A3R288A1R873A1R236A2R2876
V	16397136	20921615	E401	2	3457	3468	2.6152733584	20	A264R2A95R1A1095R1A157R1A232R1A126R1A117R1A97R1A85R1A477R1A712
X	5261	17717342	E401	2	4105	4141	2.80974421437	45	R4A348R2A34R1A7R1A40R2A1R1A1R1A459R1A20R2A1R2A3R3A326R2A518R1A94R1A292R1A73R1A300R1A287R1A51R2A310R1A198R1A452R3A243R1A47
MtDNA	13420	13420	E401	2	1	1	5.0	0	A1
I	855	1527522	E402	1	702	703	2.94871794872	2	R313A1R389
I	1528815	11988470	E402	2	2178	2201	2.46326905418	40	A63R3A53R1A3R1A37R1A25R1A24R1A179R2A4R1A5R1A283R1A148R1A298R1A243R1A107R1A42R1A159R1A2R1A128R1A4R1A165R1A206
I	11990043	15058691	E402	1	1650	1655	2.19515151515	6	R952A1R205A3R199A1R294
II	943	640214	E402	1	188	188	2.10638297872	0	R188
II	648653	4065613	E402	2	3246	3277	2.25908810844	46	A134R2A5R1A91R1A9R1A86R1A22R1A45R2A5R2A123R2A157R1A349R1A187R1A19R1A295R1A325R2A63R2A181R2A487R1A67R1A153R1A305R2A13R1A97R1A28
II	4080022	13307676	E402	1	2791	2799	2.75062701541	10	R249A1R1732A1R558A2R121A1R108A3R23
II	13327324	15276725	E402	2	724	737	2.76519337017	18	A10R1A2R1A58R2A56R1A138R4A203R1A96R1A3R1A70R1A88
III	4005	13780186	E402	2	3542	3587	2.56182947487	62	A387R2A202R5A85R1A55R1A19R1A8R6A6R1A189R1A141R1A41R1A332R1A4R1A13R1A66R1A9R2A40R1A116R1A94R2A90R1A118R1A59R1A141R1A1R1A57R1A2R3A81R1A558R1A29R1A399R1A102R1A44R1A54
IV	57787	17491610	E402	2	4702	4787	2.73436835389	116	A1R1A15R1A4R1A123R1A6R1A62R1A3R2A26R2A18R3A119R2A56R2A17R1A56R1A256R1A1R2A21R2A2R1A30R1A132R1A443R1A57R2A481R1A8R1A3R3A4R1A323R1A10R1A1R1A23R1A280R1A18R1A26R1A93R1A10R2A3R1A1R1A143R1A148R1A18R1A198R1A275R2A146R5A207R1A86R2A38R1A12R4A39R1A171R1A6R2A55R2A18R1A62R1A14R1A4R1A72R1A40R4A7R2A36R1A175
V	396	850533	E402	1	1478	1485	2.6447902571	4	R3A2R104A5R1371
V	873298	5317160	E402	2	2803	2825	2.51694612915	30	A26R1A47R1A63R1A149R1A233R1A12R1A25R1A122R1A649R7A551R1A7R1A651R1A7R2A122R1A11R1A128
V	5331042	16591818	E402	1	8262	8269	2.43681917211	14	R734A1R1998A1R354A1R1562A1R2031A1R46A1R1516A1R21
V	16594898	20921615	E402	2	3659	3704	2.52610002733	62	A426R1A33R1A344R3A19R7A215R1A150R1A12R1A228R1A84R1A17R1A22R1A13R1A26R1A126R1A59R1A192R1A39R1A18R1A95R4A38R1A11R2A112R1A58R1A115R1A127R1A29R1A60R1A125R1A46R2A189R2A163R1A468
X	5163	4754337	E402	1	1515	1517	2.73597359736	4	R607A1R64A1R844
X	4758185	4862932	E402	2	54	54	2.77777777778	0	A54
X	4868477	5993800	E402	1	447	447	3.1029082774	0	R447
X	5996951	17717342	E402	2	2845	2858	3.11810193322	18	A608R3A1R1A218R1A545R1A1201R1A72R1A62R3A71R1A22R1A45
I	1222	11709022	E403	2	2394	2428	2.27318295739	46	A157R1A117R2A128R1A54R1A20R1A147R1A55R1A54R6A9R4A44R1A65R2A197R1A117R1A36R1A346R1A108R1A39R1A34R1A35R1A95R2A136R1A51R1A201R1A149
I	11715319	15059494	E403	1	1686	1689	2.08540925267	2	R1254A3R432
II	2118	13853440	E403	2	5490	5560	2.40182149362	92	A27R1A74R1A170R1A1R1A78R3A4R1A62R1A105R1A3R1A9R1A102R1A79R1A138R4A120R2A186R5A145R1A232R1A8R1A261R1A41R1A77R1A450R1A242R3A365R2A70R1A234R1A138R1A40R3A11R1A58R3A224R1A67R1A2R1A392R1A229R1A10R1A129R1A6R1A82R1A99R2A18R1A6R2A21R5A188R1A216R2A131R1A140
II	13878783	15276725	E403	1	679	680	2.83210603829	2	R458A1R221
III	3773	13783502	E403	1	4570	4584	2.60087527352	12	R1240A2R684A1R181A7R451A1R496A2R961A1R557
IV	57787	2790410	E403	1	840	841	2.6630952381	2	R84A1R756
IV	2800064	13408359	E403	2	2079	2108	2.63443963444	46	A108R1A73R1A80R2A45R1A118R1A166R1A57R1A36R1A407R1A20R1A4R1A5R1A280R1A12R2A15R1A1R2A80R3A56R1A148R1A1R1A133R2A180R1A47R1A7
IV	13413978	17491919	E403	1	2010	2011	2.68258706468	2	R742A1R1268
V	705	20920888	E403	2	12040	12135	2.39792358804	120	A400R1A290R1A191R1A26R1A63R1A337R1A6R1A153R1A120R1A11R3A206R1A91R1A4R1A1084R1A44R1A189R1A101R2A108R1A9R1A95R1A117R1A172R1A1303R1A470R11A62R1A339R1A171R2A64R1A45R1A30R1A35R2A60R1A124R1A24R1A272R1A12R3A1R4A27R3A62R1A116R1A193R7A1076R2A826R1A295R1A8R2A26R1A45R2A133R1A150R1A7R1A89R4A55R1A152R1A33R1A51R1A56R1A54R1A395R1A205R1A222R2A935
X	5292	11925232	E403	2	2944	2959	2.38688858696	25	R2A7R1A11R1A425R2A42R1A65R1A434R1A107R1A758R1A100R1A301R1A71R1A314R1A309
X	11935075	17717342	E403	1	1592	1594	2.57600502513	4	R26A1R1458A1R108
I	1933	15051207	E404	2	2350	2387	2.00127659574	58	A9R1A93R1A127R1A17R1A21R2A7R1A6R1A32R1A139R1A76R2A11R1A42R2A58R2A155R1A120R1A102R1A181R1A31R1A79R1A70R1A30R1A10R1A25R2A128R2A24R1A39R1A13R3A313R1A262R1A130
II	2118	15276725	E404	2	3593	3625	1.8736431951	52	A53R1A4R1A13R1A103R2A6R1A116R1A338R1A461R1A319R1A378R1A209R3A2R1A50R1A197R1A216R1A201R1A83R1A103R1A36R2A16R1A202R2A50R1A71R2A254R1A20R1A31R1A61
III	4005	13780910	E404	2	2090	2121	2.07272727273	38	A430R2A210R1A135R2A78R2A68R1A46R1A22R1A17R1A31R1A26R1A43R2A177R1A57R4A1R2A292R1A170R1A85R4A93R2A52R1A57
IV	324238	16945376	E404	1	3078	3095	2.25698505523	14	R422A3R511A1R421A6R295A3R1A2R3A1R1145A1R280
IV	16970712	17491610	E404	2	110	110	1.90909090909	0	A110
V	705	2695750	E404	1	1478	1495	2.15832205683	11	A2R1219A1R1A2R189A1R1A2R2A9R66
V	2712836	20914818	E404	2	6514	6575	2.1636475284	68	A160R3A642R1A190R3A221R2A153R1A18R1A776R2A60R1A197R1A326R1A192R1A94R1A88R1A13R1A242R1A288R8A26R1A576R5A229R1A172R5A194R1A190R1A277R1A126R1A4R1A9R1A60R1A23R3A2R1A4R3A299R1A41R2A5R1A511R2A106
X	20110	17709225	E404	2	2654	2682	2.08929917106	39	R1A226R1A21R2A65R1A252R6A1R1A525R1A244R1A4R1A39R1A410R2A17R1A147R1A27R1A20R1A139R1A99R1A223R1A53R1A98R2A44
MtDNA	13420	13420	E404	2	1	1	6.0	0	A1
I	855	15058920	E405	1	3963	3966	2.33535200606	6	R686A1R1728A1R1383A1R166
II	943	12833934	E405	2	4264	4302	2.23686679174	58	A41R1A33R1A1R2A269R1A67R1A18R1A41R1A14R1A353R1A41R2A101R2A369R1A97R5A201R2A467R1A501R1A52R1A131R1A315R2A2R1A28R1A140R1A198R1A188R1A15R1A101R1A190R1A47R1A231R1A12
II	12865627	13675319	E405	1	311	311	2.33440514469	0	R311
II	13688284	15276725	E405	2	533	541	2.59849906191	12	A49R2A109R1A60R1A144R2A30R1A72R1A69
III	3773	12540029	E405	2	2717	2746	2.70813397129	48	A380R1A287R2A5R2A1R1A104R1A53R1A105R1A30R1A36R1A201R1A37R1A41R1A3R1A172R1A65R1A166R1A110R1A26R2A96R2A1R2A41R1A15R1A3R1A73R1A666
III	12557896	13783502	E405	1	221	221	2.54751131222	0	R221
IV	57787	1244019	E405	1	142	142	2.42253521127	0	R142
IV	1249979	3234584	E405	2	479	497	2.29853862213	22	A66R1A21R2A64R1A47R1A14R3A9R1A70R5A2R1A68R1A89R1A14R1A15
IV	3238334	3368788	E405	1	47	47	1.97872340426	0	R47
IV	3383191	17491919	E405	2	3075	3119	2.48780487805	50	A111R1A269R2A152R1A5R1A264R2A9R1A22R10A253R2A3R2A85R2A141R1A23R1A16R1A99R2A709R1A158R2A26R1A40R1A130R4A2R1A16R1A197R1A68R1A120R1A16R1A141
V	396	20921462	E405	1	15882	15895	2.2721319733	26	R4352A1R130A1R526A1R520A1R1320A1R278A1R1202A1R40A1R2986A1R2A1R1773A1R208A1R668A1R1877
X	12681	17717342	E405	2	3719	3750	2.34175853724	46	A9R1A7R1A3R2A28R1A281R1A1R2A3R1A32R2A3R1A1R2A350R3A140R1A3R1A285R1A442R1A68R1A283R1A3R1A21R2A30R1A575R2A322R1A631R1A198
MtDNA	13420	13420	E405	2	1	1	1.0	0	A1
I	1713	15058920	E406	2	3565	3620	2.1713884993	84	A10R1A228R2A113R1A157R1A30R1A19R1A2R1A16R1A4R1A31R1A37R1A3R1A92R1A120R1A35R1A16R1A33R1A96R2A78R1A39R2A76R1A209R1A3R1A174R1A172R1A70R1A90R4A122R1A54R1A10R1A139R1A166R1A102R3A4R1A16R2A8R1A229R4A336R2A112R1A8R1A161R1A28R1A117
II	2118	12021062	E406	1	6545	6574	2.41619556914	26	R249A1R1A1R540A1R344A1R718A9R8A8R48A2R2A1R593A1R1887A1R298A1R145A1R483A1R1229
II	12050117	15276725	E406	2	1323	1339	2.67649281935	16	A638R1A22R2A85R2A54R7A54R1A166R1A130R1A78R1A96
III	4005	13780512	E406	2	3292	3325	2.34052247874	54	A409R1A212R1A82R2A62R2A104R1A77R2A21R1A59R1A285R1A93R1A31R1A22R1A241R1A23R1A153R1A149R1A28R3A1R1A369R1A146R2A29R1A12R1A136R1A61R1A283R1A102R1A31R1A71
IV	192	4097933	E406	2	1065	1097	2.42253521127	38	A3R1A25R1A94R3A51R1A18R2A3R1A33R3A4R1A107R1A15R2A5R3A7R2A8R3A14R1A11R1A30R1A76R1A156R1A104R3A301
IV	4100506	17491919	E406	1	3848	3861	2.50415800416	18	R13A1R943A1R67A1R131A3R1A2R1A1R685A1R1167A1R93A2R747
V	396	15924425	E406	2	7457	7520	2.80260158241	70	A72R1A593R1A296R1A15R2A468R2A1R5A5R2A525R3A17R2A233R1A295R1A1R1A666R1A251R2A116R2A69R1A161R1A31R3A67R1A403R2A968R2A385R1A478R1A196R2A16R1A45R1A43R1A41R2A116R1A1R1A149R2A1R1A321R1A1R4A361R7A50
V	15925416	15925845	E406	1	14	14	3.14285714286	0	R14
V	15926036	17779288	E406	2	2368	2383	2.50168918919	16	A945R2A380R2A325R1A207R1A55R6A152R1A108R1A189R1A7
V	17779626	20923258	E406	1	3115	3129	2.62953451043	6	R114A10R1A3R1792A1R1208
X	5406	17717342	E406	2	4304	4334	2.63568773234	44	A34R1A3R1A215R1A81R1A39R1A86R1A447R4A2R1A1R3A874R1A107R1A303R1A7R2A56R1A8R1A15R1A120R1A278R2A231R2A206R1A880R1A238R1A73
MtDNA	13420	13420	E406	2	1	1	3.0	0	A1
I	1222	1185985	E407	2	385	391	2.95064935065	12	A118R1A22R1A88R1A14R1A71R1A70R1A2
I	1198189	15048468	E407	1	4362	4363	2.23085740486	2	R2346A1R2016
II	943	1423606	E407	2	541	551	2.76709796673	18	A23R1A58R1A20R1A199R1A2R1A78R1A29R1A41R1A88R2A3
II	1445125	2194241	E407	1	1775	1778	2.45464788732	4	R467A2R794A1R514
II	2199404	15276725	E407	2	4801	4837	2.74567798375	50	A404R1A55R2A1070R2A422R1A106R1A389R5A8R3A39R2A423R1A86R1A43R1A94R1A2R1A10R1A42R1A87R1A82R1A125R1A260R1A306R1A75R3A78R1A434R1A96R1A23R1A42
III	3773	11198932	E407	1	3798	3801	2.7551342812	4	R1289A2R1776A1R733
III	11203633	13783502	E407	2	638	647	2.6473354232	14	A31R1A2R1A199R1A151R2A62R1A101R1A47R2A45
IV	57787	16079781	E407	2	4030	4101	2.66674937965	100	A33R1A107R1A67R3A4R1A49R1A40R1A59R2A48R1A18R3A51R1A150R1A46R1A29R2A16R1A452R1A129R1A2R1A55R1A406R1A13R1A7R1A1R1A7R2A2R1A217R2A1R1A99R1A6R1A1R1A31R1A86R2A55R3A116R1A34R2A19R1A96R1A2R1A15R1A121R1A218R1A286R2A317R1A187R2A24R1A48R1A17R3A9R3A34R4A17R1A18R1A165
IV	16087638	17491919	E407	1	688	689	2.50436046512	2	R535A1R153
V	1671	18125878	E407	1	15571	15590	2.6043285595	34	R113A2R1689A1R399A1R440A2R2617A1R345A1R2262A1R38A1R307A1R854A1R116A1R178A1R341A1R1A1R3654A1R3A1R556A1R1658
V	18131675	20920888	E407	2	2109	2124	2.66334755808	24	A30R2A212R1A169R1A111R1A53R1A2R1A91R2A284R2A157R1A308R1A119R1A543R1A30
X	5406	17717342	E407	2	4620	4645	2.82965367965	44	A1R1A4R1A458R1A27R1A532R1A1R1A4R1A2R1A4R1A886R1A372R2A5R1A73R1A159R1A519R2A22R1A736R1A485R1A53R1A155R2A61R1A5R1A56
MtDNA	13420	13420	E407	2	1	1	1.0	0	A1
I	855	15058920	E408	1	6054	6076	2.62239841427	28	R601A1R73A1R425A1R224A3R1A6R1A1R537A1R769A1R1016A1R1A1R171A2R194A1R166A1R1656A1R219
II	943	15276725	E408	2	7886	7954	2.91161552118	90	A24R1A66R1A15R1A19R1A238R1A71R1A29R2A122R1A58R1A79R2A294R4A366R4A141R1A2R3A4R1A1085R1A188R1A573R3A58R1A1000R1A114R1A65R3A21R1A86R1A285R1A72R3A1R1A50R1A2R2A171R2A196R1A412R2A58R1A209R1A82R1A104R1A31R1A253R1A86R1A241R5A90R1A255R1A111R1A165R1A221R1A73
III	3773	13780910	E408	1	5509	5516	2.92121982211	12	R2337A1R120A1R650A2R249A1R898A1R359A1R896
III	13783502	13783502	E408	2	1	1	1.0	0	A1
IV	57787	1358475	E408	2	199	201	3.08040201005	4	A21R1A22R1A156
IV	1359596	17491919	E408	1	6506	6525	2.77313249308	20	R1632A3R234A1R845A1R188A3R1A1R73A1R175A3R1A4R411A1R104A1R2842
V	705	6685355	E408	1	7230	7244	2.55684647303	19	A2R85A4R1632A1R76A1R587A1R776A1R1A1R3323A1R1A1R206A1R543
V	6689852	20921003	E408	2	10540	10638	2.87087286528	120	A77R1A34R3A86R1A2R1A439R1A1084R1A75R1A261R1A157R1A75R1A84R2A468R1A217R2A313R1A5R1A161R1A16R3A37R3A462R1A11R2A31R1A53R1A379R11A73R5A93R1A1198R1A795R1A328R2A61R1A29R4A192R1A38R1A85R2A417R1A12R1A12R1A2R2A2R1A43R1A12R1A50R1A71R2A20R2A281R1A162R1A11R1A56R2A5R4A42R1A9R2A59R3A189R1A360R1A1R1A260R1A10R1A394R1A426R1A192R1A8R1A15
X	5163	4753798	E408	1	1758	1762	2.70022753129	8	R13A1R602A1R61A1R68A1R1014
X	4758185	4862932	E408	2	42	42	3.33333333333	0	A42
X	4868477	17717342	E408	1	4231	4239	2.51500827228	10	R584A2R1262A2R462A1R25A2R1766A1R132
I	1713	15044382	E409	2	2515	2546	2.04691848907	48	A332R1A103R1A8R1A38R3A75R2A196R2A20R1A3R1A74R1A233R1A199R1A27R1A71R1A87R2A201R2A154R1A2R1A76R1A61R1A56R2A103R1A66R1A117R1A92R1A121
II	943	15276725	E409	2	4284	4336	1.99813258637	70	A59R2A3R1A138R1A62R1A71R1A46R1A42R1A16R2A270R2A58R6A5R1A206R1A129R1A137R1A84R3A5R1A6R1A194R1A246R2A147R1A387R1A72R1A30R4A13R1A46R1A213R1A299R1A287R1A152R1A15R1A249R1A57R1A34R4A432R1A73R1A1
III	4005	13767861	E409	2	2223	2245	2.42959964013	36	A311R1A186R1A9R2A2R2A5R1A2R1A4R1A13R1A189R1A31R1A72R1A146R2A44R1A139R1A306R1A431R1A205R2A68R1A60
